1,x,2
3.80,3.35,2.00
2.20,3.35,3.25
2.90,3.35,2.40
7.00,4.75,1.42
5.50,3.85,1.63
2.75,3.10,2.70
1.75,3.50,4.75
1.19,6.75,"13
"
2.35,3.25,3.10
2.90,3.05,2.55
