model_1_dense,2,0.0,0.0,32,8,relu,relu,0,1.0685818195343018,0.44578519463539124,1.0481549501419067,0.46291208267211914
model_1_dense,2,0.0,0.0,32,8,relu,relu,1,1.0381221771240234,0.45258328318595886,1.0360122919082642,0.4711538553237915
model_1_dense,2,0.0,0.0,32,8,relu,relu,2,1.0204135179519653,0.4704282879829407,1.0268033742904663,0.4780219793319702
model_1_dense,2,0.0,0.0,32,8,relu,relu,3,1.0056060552597046,0.5022093653678894,1.0207301378250122,0.4821428656578064
model_1_dense,2,0.0,0.0,32,8,relu,relu,4,0.9927223324775696,0.5241332650184631,1.0163408517837524,0.4780219793319702
model_1_dense,2,0.0,0.0,32,8,relu,relu,5,0.9806708097457886,0.5389190912246704,1.0120232105255127,0.48351648449897766
model_1_dense,2,0.0,0.0,32,8,relu,relu,6,0.9682661294937134,0.5501359701156616,1.0088986158370972,0.5041208863258362
model_1_dense,2,0.0,0.0,32,8,relu,relu,7,0.9568171501159668,0.5560842752456665,1.0060077905654907,0.5123626589775085
model_1_dense,2,0.0,0.0,32,8,relu,relu,8,0.9461008310317993,0.5603331327438354,1.0054116249084473,0.5164835453033447
model_1_dense,2,0.0,0.0,32,16,relu,relu,0,1.0747483968734741,0.4445955157279968,1.0611478090286255,0.45879119634628296
model_1_dense,2,0.0,0.0,32,16,relu,relu,1,1.048292875289917,0.4515635669231415,1.0489156246185303,0.47390109300613403
model_1_dense,2,0.0,0.0,32,16,relu,relu,2,1.0223848819732666,0.4949014186859131,1.0324572324752808,0.4848901033401489
model_1_dense,2,0.0,0.0,32,16,relu,relu,3,0.9959930181503296,0.5244731307029724,1.0174527168273926,0.49862638115882874
model_1_dense,2,0.0,0.0,32,16,relu,relu,4,0.9743568301200867,0.5353500843048096,1.0076402425765991,0.5
model_1_dense,2,0.0,0.0,32,16,relu,relu,5,0.9585934281349182,0.543337881565094,1.0048006772994995,0.5109890103340149
model_1_dense,2,0.0,0.0,32,16,relu,relu,6,0.9466575384140015,0.5506458282470703,1.0047825574874878,0.5123626589775085
model_1_dense,2,0.0,0.0,32,32,relu,relu,0,1.060477375984192,0.4505438506603241,1.0489027500152588,0.4711538553237915
model_1_dense,2,0.0,0.0,32,32,relu,relu,1,1.0259031057357788,0.49422162771224976,1.0326480865478516,0.48076921701431274
