model_1_dense,2,0.0,0.0,32,8,relu,relu,0,1.0608192682266235,0.4512236714363098,1.0427627563476562,0.47390109300613403
model_1_dense,2,0.0,0.0,32,8,relu,relu,1,1.0098803043365479,0.5033990740776062,1.0198018550872803,0.5054945349693298
model_1_dense,2,0.0,0.0,32,8,relu,relu,2,0.9813594222068787,0.5249829888343811,1.0113836526870728,0.5109890103340149
model_1_dense,2,0.0,0.0,32,16,relu,relu,0,1.045098066329956,0.45700204372406006,1.032132863998413,0.4862637221813202
model_1_dense,2,0.0,0.0,32,16,relu,relu,1,0.9984326958656311,0.514106035232544,1.0172367095947266,0.48076921701431274
model_1_dense,2,0.0,0.0,32,16,relu,relu,2,0.9701136946678162,0.5390890836715698,1.013600468635559,0.49175822734832764
model_1_dense,2,0.0,0.0,32,32,relu,relu,0,1.0493650436401367,0.45870155096054077,1.0215871334075928,0.4958791136741638
model_1_dense,2,0.0,0.0,32,32,relu,relu,1,0.9999744296073914,0.5108769536018372,1.0090761184692383,0.4972527325153351
model_1_dense,2,0.0,0.0,32,32,relu,relu,2,0.9729936718940735,0.5326308608055115,1.006029486656189,0.4958791136741638
model_1_dense,2,0.0,0.0,64,8,relu,relu,0,1.0566574335098267,0.44799456000328064,1.0392764806747437,0.47664836049079895
model_1_dense,2,0.0,0.0,64,8,relu,relu,1,0.9966313242912292,0.5152957439422607,1.0168777704238892,0.4958791136741638
model_1_dense,2,0.0,0.0,64,8,relu,relu,2,0.9677332043647766,0.5407885909080505,1.0136940479278564,0.4972527325153351
model_1_dense,2,0.0,0.0,64,16,relu,relu,0,1.040892243385315,0.477906197309494,1.0246224403381348,0.49038460850715637
model_1_dense,2,0.0,0.0,64,16,relu,relu,1,0.9874505996704102,0.522263765335083,1.0158135890960693,0.49450549483299255
model_1_dense,2,0.0,0.0,64,16,relu,relu,2,0.9590038657188416,0.5436777472496033,1.0146254301071167,0.4931318759918213
model_1_dense,2,0.0,0.0,64,32,relu,relu,0,1.0376291275024414,0.47025832533836365,1.0297985076904297,0.4793955981731415
model_1_dense,2,0.0,0.0,64,32,relu,relu,1,0.9826064109802246,0.5271924138069153,1.0212795734405518,0.4848901033401489
model_1_dense,2,0.0,0.0,128,8,relu,relu,0,1.0516667366027832,0.46040108799934387,1.0252143144607544,0.4862637221813202
model_1_dense,2,0.0,0.0,128,8,relu,relu,1,0.9894569516181946,0.5224336981773376,1.0070221424102783,0.5027472376823425
model_1_dense,2,0.0,0.0,32,8,relu,relu,0,1.0563616752624512,0.4512236714363098,1.0362759828567505,0.48763737082481384
model_1_dense,2,0.0,0.0,32,8,relu,relu,1,1.0034735202789307,0.5180149674415588,1.0166720151901245,0.4931318759918213
model_1_dense,2,0.0,0.0,32,8,relu,relu,2,0.9783158898353577,0.5346702933311462,1.0105540752410889,0.5
model_1_dense,2,0.0,0.0,32,16,relu,relu,0,1.0546531677246094,0.4532630741596222,1.0352481603622437,0.4931318759918213
model_1_dense,2,0.0,0.0,32,16,relu,relu,1,1.001544713973999,0.5107070207595825,1.0147483348846436,0.5
