1,x,2
4.75,3.25,1.85
2.05,3.35,3.6
1.3,5.5,9.0
1.55,4.0,6.0
1.55,4.25,5.75
1.45,4.5,6.5
2.25,3.5,3.05
2.35,3.0,3.3
4.75,3.7,1.73
1.3,5.5,8.75
