1,x,2
3.8,3.35,2.0
2.2,3.35,3.25
2.9,3.35,2.4
6.75,4.75,1.45
5.5,3.85,1.63
2.75,3.1,2.7
1.8,3.45,4.75
1.19,6.75,13.0
2.35,3.25,3.1
2.9,3.1,2.55
